MAKE,MODEL,GRADE,CHASSIS NO,COLOUR,IMAGE_URL,ENGINE CC,MILEAGE,YEAR/MONTH,LOCATION,PRICE,FEATURES,YEAR,MAKE_MODEL,_feature_tokens,MONTH
NISSAN,NOTE,UNKNOWN,80042,ORANGE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1200,85250.0,2018,MOMBASA,4382332,"1 ZONE CLIMATE CONTROL, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, CUP HOLDER, FABRIC SEATS, LANE DEPARTURE WARNING SYSTEM (LDWS), MANUAL SEATS CONTROL, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, SIDE MIRROR INDICATORS, TRACTION CONTROL",2018,NISSAN NOTE,"['1', 'zone', 'climate', 'control', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'cup', 'holder', 'fabric', 'seats', 'lane', 'departure', 'warning', 'system', 'ldws', 'manual', 'seats', 'control', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'side', 'mirror', 'indicators', 'traction', 'control']",4.0
SUBARU,IMPREZA,UNKNOWN,40085,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1600,102014.0,2018,NAIROBI,2358556,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, AC CHARGER ADAPTER, CRUISE CONTROL, CUP HOLDER, ELECTRIC HANDBRAKE, FABRIC SEATS, FOG LIGHTS, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), MULTI FUNCTIONAL STEERING, PADDLE SHIFTERS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REVERSE CAMERA, TRACTION CONTROL",2018,SUBARU IMPREZA,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'ac', 'charger', 'adapter', 'cruise', 'control', 'cup', 'holder', 'electric', 'handbrake', 'fabric', 'seats', 'fog', 'lights', 'key', 'start', 'lane', 'departure', 'warning', 'system', 'ldws', 'multi', 'functional', 'steering', 'paddle', 'shifters', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'reverse', 'camera', 'traction', 'control']",6.0
HONDA,VEZEL,UNKNOWN,74853,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,90687.0,2018,MOMBASA,3206819,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, AC CHARGER ADAPTER, ALLOY RIMS, CRUISE CONTROL, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, ELECTRIC HANDBRAKE, FOG LIGHTS, HALF LEATHER SEATS, HEATED SEATS, HYBRID, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), MULTI FUNCTIONAL STEERING, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2018,HONDA VEZEL,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'ac', 'charger', 'adapter', 'alloy', 'rims', 'cruise', 'control', 'daytime', 'running', 'led', 'driver', 's', 'armrest', 'with', 'storage', 'electric', 'handbrake', 'fog', 'lights', 'half', 'leather', 'seats', 'heated', 'seats', 'hybrid', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'multi', 'functional', 'steering', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'reverse', 'camera', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",3.0
TOYOTA,LANDCRUISER 250,UNKNOWN,7084,RED,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2800,19010.0,2024,NAIROBI,3440231,"360 DEGREES CAMERA, 4WD, 5 DOOR, 8 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, DAYTIME RUNNING LED, DOWNHILL ASSIST CONTROL, DRIVING MODE SELECTOR, ECO MODE, ELECTRIC HANDBRAKE, FOG LIGHTS, FRONT & REAR CLIMATE CONTROL, HEATED /COOLED SEATS, HEATED STEERING WHEEL, HEIGHT CONTROL, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, MEMORY SEATS, MULTI FUNCTIONAL STEERING, MULTIMEDIA CENTRE CONSOLE, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, REVERSE CAMERA, ROOF RAILS, SIDE STEPS, TRACTION CONTROL, WIRELESS CHARGER",2024,TOYOTA LANDCRUISER 250,"['360', 'degrees', 'camera', '4wd', '5', 'door', '8', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'daytime', 'running', 'led', 'downhill', 'assist', 'control', 'driving', 'mode', 'selector', 'eco', 'mode', 'electric', 'handbrake', 'fog', 'lights', 'front', 'rear', 'climate', 'control', 'heated', 'cooled', 'seats', 'heated', 'steering', 'wheel', 'height', 'control', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'memory', 'seats', 'multi', 'functional', 'steering', 'multimedia', 'centre', 'console', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'reverse', 'camera', 'roof', 'rails', 'side', 'steps', 'traction', 'control', 'wireless', 'charger']",8.0
TOYOTA,HARRIER,UNKNOWN,7855,BLACK,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2000,97247.0,2018,MOMBASA,1949456,"5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, ELECTRIC HANDBRAKE, FOG LIGHTS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER PANORAMIC SUNROOF, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, SIDE MIRROR INDICATORS, TRACTION CONTROL",2018,TOYOTA HARRIER,"['5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'driver', 's', 'armrest', 'with', 'storage', 'electric', 'handbrake', 'fog', 'lights', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'panoramic', 'sunroof', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'side', 'mirror', 'indicators', 'traction', 'control']",6.0
TOYOTA,AQUA,UNKNOWN,28655,BLUE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,76515.0,2018,MOMBASA,5170391,"4 DOORS, 5 SEATER, ABS, CUP HOLDER, ECO MODE, FABRIC SEATS, HYBRID, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, TRACTION CONTROL",2018,TOYOTA AQUA,"['4', 'doors', '5', 'seater', 'abs', 'cup', 'holder', 'eco', 'mode', 'fabric', 'seats', 'hybrid', 'key', 'start', 'lane', 'departure', 'warning', 'system', 'ldws', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'traction', 'control']",6.0
VOLKSWAGEN,TIGUAN,UNKNOWN,50875,PEARL,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2000,143852.0,2019,MOMBASA,792911,"12V ADAPTOR, 5 DOOR, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, FOG LIGHTS, HEATED SEATS, KEYLESS ENTRY / EXIT, LEATHER SEATS, LED HEADLIGHTS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PUSH  TO START, SIDE MIRROR INDICATORS, TRACTION CONTROL",2019,VOLKSWAGEN TIGUAN,"['12v', 'adaptor', '5', 'door', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'fog', 'lights', 'heated', 'seats', 'keyless', 'entry', 'exit', 'leather', 'seats', 'led', 'headlights', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'push', 'to', 'start', 'side', 'mirror', 'indicators', 'traction', 'control']",7.0
TOYOTA,PASSO,UNKNOWN,25944,ORANGE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1000,92850.0,2019,NAIROBI,1835466,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, AC CHARGER ADAPTER, CUP HOLDER, FABRIC SEATS, FOG LIGHTS, HEATED SEATS, MANUAL SEATS CONTROL, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2019,TOYOTA PASSO,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'ac', 'charger', 'adapter', 'cup', 'holder', 'fabric', 'seats', 'fog', 'lights', 'heated', 'seats', 'manual', 'seats', 'control', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",4.0
SUZUKI,S-CROSS,UNKNOWN,68598,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1600,89428.0,2018,MOMBASA,4340923,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, FABRIC SEATS, FOG LIGHTS, KEYLESS ENTRY / EXIT, PADDLE SHIFTERS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PUSH  TO START, SIDE MIRROR INDICATORS, TRACTION CONTROL",2018,SUZUKI S-CROSS,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'fabric', 'seats', 'fog', 'lights', 'keyless', 'entry', 'exit', 'paddle', 'shifters', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'push', 'to', 'start', 'side', 'mirror', 'indicators', 'traction', 'control']",2.0
SUZUKI,ESCUDO,UNKNOWN,5465,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1400,87236.0,2019,NAIROBI,1256574,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, FABRIC SEATS, FOG LIGHTS, HEATED SEATS, MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, SIDE MIRROR INDICATORS, TRACTION CONTROL",2019,SUZUKI ESCUDO,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'fabric', 'seats', 'fog', 'lights', 'heated', 'seats', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'side', 'mirror', 'indicators', 'traction', 'control']",3.0
NISSAN,NV200,UNKNOWN,32691,RED,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1600,150657.0,2019,MOMBASA,4177209,"12V ADAPTOR, 2 POWER WINDOWS, ABS, CUP HOLDER, FABRIC SEATS, KEY START, POWER DOOR LOCKS, POWER STEERING, POWER WINDOW, VAN",2019,NISSAN NV200,"['12v', 'adaptor', '2', 'power', 'windows', 'abs', 'cup', 'holder', 'fabric', 'seats', 'key', 'start', 'power', 'door', 'locks', 'power', 'steering', 'power', 'window', 'van']",1.0
JEEP,WRANGLER,UNKNOWN,76907,BLACK,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,3600,76322.0,2018,MOMBASA,2160372,"4 DOORS, 4WD, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DOWNHILL ASSIST CONTROL, FOG LIGHTS, KEY START, LEATHER SEATS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, TRACTION CONTROL",2018,JEEP WRANGLER,"['4', 'doors', '4wd', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'downhill', 'assist', 'control', 'fog', 'lights', 'key', 'start', 'leather', 'seats', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'traction', 'control']",9.0
MERCEDEZ BENZ,C43,UNKNOWN,32652,BLUE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,3000,45130.0,2018,NAIROBI,4695457,"4 DOORS, 5 SEATER, ABS, ALLOY RIMS, AMBIENT LIGHTING, AMG RIMS, BURMESTER HIGH-END 3D SORROUND SYSTEM, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DOUBLE SUNROOF, DRIVING MODE SELECTOR, ELECTRIC HANDBRAKE, HEATED SEATS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, LUMBAR SUPPORT, MULTI FUNCTIONAL STEERING, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PUSH  TO START, SIDE MIRROR INDICATORS, STEERING ASSIST, SUSPENSION CONTROL, TRACTION CONTROL",2018,MERCEDEZ BENZ C43,"['4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'ambient', 'lighting', 'amg', 'rims', 'burmester', 'high', 'end', '3d', 'sorround', 'system', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'double', 'sunroof', 'driving', 'mode', 'selector', 'electric', 'handbrake', 'heated', 'seats', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'lumbar', 'support', 'multi', 'functional', 'steering', 'multimedia', 'centre', 'console', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'push', 'to', 'start', 'side', 'mirror', 'indicators', 'steering', 'assist', 'suspension', 'control', 'traction', 'control']",3.0
MERCEDEZ BENZ,B200,UNKNOWN,55665,PEARL,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2000,70900.0,2019,MOMBASA,2520972,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, AMBIENT LIGHTING, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DOUBLE SUNROOF, DRIVING MODE SELECTOR, ELECTRIC HANDBRAKE, HEATED SEATS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, MULTI FUNCTIONAL STEERING, MULTICOLOR AMBIENT LIGHTING, MULTILINGUAL CENTER CONSOLE, MULTIMEDIA CENTRE CONSOLE, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PUSH  TO START, REVERSE CAMERA, TRACTION CONTROL, WIRELESS CHARGER",2019,MERCEDEZ BENZ B200,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'ambient', 'lighting', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'double', 'sunroof', 'driving', 'mode', 'selector', 'electric', 'handbrake', 'heated', 'seats', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'multi', 'functional', 'steering', 'multicolor', 'ambient', 'lighting', 'multilingual', 'center', 'console', 'multimedia', 'centre', 'console', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'push', 'to', 'start', 'reverse', 'camera', 'traction', 'control', 'wireless', 'charger']",9.0
TOYOTA,LANDCRUISER 250,UNKNOWN,325,ORANGE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2800,11798.0,2024,NAIROBI,1775514,"12V ADAPTOR, 360 DEGREES CAMERA, 4WD, 5 DOOR, 7 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL DISPLAY, DOWNHILL ASSIST CONTROL, DRIVING MODE SELECTOR, ECO MODE, ELECTRIC HANDBRAKE, FOG LIGHTS, FRONT & REAR CLIMATE CONTROL, HEATED /COOLED SEATS, HEATED STEERING WHEEL, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, MEMORY SEATS, MULTI FUNCTIONAL STEERING, MULTIMEDIA CENTRE CONSOLE, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, REVERSE CAMERA, ROOF RAILS, SIDE STEPS, TRACTION CONTROL, WIRELESS CHARGER",2024,TOYOTA LANDCRUISER 250,"['12v', 'adaptor', '360', 'degrees', 'camera', '4wd', '5', 'door', '7', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'digital', 'display', 'downhill', 'assist', 'control', 'driving', 'mode', 'selector', 'eco', 'mode', 'electric', 'handbrake', 'fog', 'lights', 'front', 'rear', 'climate', 'control', 'heated', 'cooled', 'seats', 'heated', 'steering', 'wheel', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'memory', 'seats', 'multi', 'functional', 'steering', 'multimedia', 'centre', 'console', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'reverse', 'camera', 'roof', 'rails', 'side', 'steps', 'traction', 'control', 'wireless', 'charger']",6.0
TOYOTA,FIELDER,UNKNOWN,75118,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,95997.0,2018,KISUMU,4458495,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, CUP HOLDER, FABRIC SEATS, HYBRID, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, TRACTION CONTROL",2018,TOYOTA FIELDER,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'cup', 'holder', 'fabric', 'seats', 'hybrid', 'key', 'start', 'lane', 'departure', 'warning', 'system', 'ldws', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'traction', 'control']",3.0
MERCEDEZ BENZ,A180,UNKNOWN,61182,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1600,24913.0,2018,NAIROBI,2629913,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, ELECTRIC HANDBRAKE, FABRIC SEATS, HALF LEATHER SEATS, HEATED SEATS, KEYLESS ENTRY / EXIT, LEATHER SEATS, LED HEADLIGHTS, LUMBAR SUPPORT, MULTI FUNCTIONAL STEERING, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PUSH  TO START, SIDE MIRROR INDICATORS, TRACTION CONTROL",2018,MERCEDEZ BENZ A180,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'electric', 'handbrake', 'fabric', 'seats', 'half', 'leather', 'seats', 'heated', 'seats', 'keyless', 'entry', 'exit', 'leather', 'seats', 'led', 'headlights', 'lumbar', 'support', 'multi', 'functional', 'steering', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'push', 'to', 'start', 'side', 'mirror', 'indicators', 'traction', 'control']",6.0
BMW,X6,UNKNOWN,56405,RED,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,3000,116387.0,2018,NAIROBI,2292093,"12V ADAPTOR, 360 DEGREES CAMERA, 4 DOORS, 5 DOOR, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DUAL REAR EXHAUST, ELECTRIC HANDBRAKE, FOG LIGHTS, HEATED SEATS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, MULTI FUNCTIONAL STEERING, MULTICOLOR AMBIENT LIGHTING, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER TAILGATE, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REVERSE CAMERA, SIDE MIRROR INDICATORS, SOFT DOOR CLOSE, TRACTION CONTROL, USB PORT",2018,BMW X6,"['12v', 'adaptor', '360', 'degrees', 'camera', '4', 'doors', '5', 'door', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'dual', 'rear', 'exhaust', 'electric', 'handbrake', 'fog', 'lights', 'heated', 'seats', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'multi', 'functional', 'steering', 'multicolor', 'ambient', 'lighting', 'multimedia', 'centre', 'console', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'tailgate', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'reverse', 'camera', 'side', 'mirror', 'indicators', 'soft', 'door', 'close', 'traction', 'control', 'usb', 'port']",11.0
